shipmode,sales,quantity,discount_pct,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_weekday,shipdate_month,shipdate_year,preparationtime,order_date,ship_date,profit_pct
Standard Class,69.576,4,70.0,-143.7904,Consumer,West,Colorado,Bookcases                                         ,Furniture,11,Thursday,12,2014,16,Tuesday,12,2014,5,2014-12-11,2014-12-16,-206.66666666666669
Standard Class,173.94,3,0.0,13.9152,Home Office,East,Massachusetts,Bookcases                                         ,Furniture,9,Wednesday,9,2015,15,Tuesday,9,2015,6,2015-09-09,2015-09-15,8.0
First Class,424.116,6,30.0,-30.294,Consumer,Central,Illinois,Bookcases                                         ,Furniture,18,Monday,11,2013,21,Thursday,11,2013,3,2013-11-18,2013-11-21,-7.142857142857144
Standard Class,242.352,8,70.0,-363.528,Corporate,West,Colorado,Bookcases                                         ,Furniture,2,Friday,12,2016,6,Tuesday,12,2016,4,2016-12-02,2016-12-06,-150.0
Standard Class,504.9,5,0.0,126.225,Consumer,South,Mississippi,Bookcases                                         ,Furniture,20,Monday,7,2015,26,Sunday,7,2015,6,2015-07-20,2015-07-26,25.0
First Class,302.94,3,0.0,75.735,Corporate,South,Georgia,Bookcases                                         ,Furniture,18,Wednesday,5,2016,19,Thursday,5,2016,1,2016-05-18,2016-05-19,25.0
Standard Class,441.96,2,0.0,101.6508,Corporate,East,Delaware,Bookcases                                         ,Furniture,2,Wednesday,3,2016,8,Tuesday,3,2016,6,2016-03-02,2016-03-08,23.0
Second Class,220.98,1,0.0,50.8254,Corporate,East,Rhode Island,Bookcases                                         ,Furniture,22,Thursday,12,2016,27,Tuesday,12,2016,5,2016-12-22,2016-12-27,23.0
Standard Class,66.294,1,70.0,-103.8606,Consumer,West,Oregon,Bookcases                                         ,Furniture,5,Sunday,10,2014,9,Thursday,10,2014,4,2014-10-05,2014-10-09,-156.66666666666669
Standard Class,586.398,6,15.0,34.494,Corporate,West,California,Bookcases                                         ,Furniture,21,Thursday,8,2014,26,Tuesday,8,2014,5,2014-08-21,2014-08-26,5.88235294117647
Second Class,781.864,10,32.0,-137.976,Corporate,Central,Texas,Bookcases                                         ,Furniture,3,Thursday,12,2015,5,Saturday,12,2015,2,2015-12-03,2015-12-05,-17.64705882352941
Standard Class,120.666,2,15.0,21.294,Home Office,West,California,Bookcases                                         ,Furniture,18,Sunday,10,2015,22,Thursday,10,2015,4,2015-10-18,2015-10-22,17.647058823529413
First Class,482.664,8,15.0,85.176,Corporate,West,California,Bookcases                                         ,Furniture,1,Friday,4,2016,3,Sunday,4,2016,2,2016-04-01,2016-04-03,17.647058823529413
Standard Class,198.744,4,30.0,0.0,Consumer,Central,Illinois,Bookcases                                         ,Furniture,4,Friday,9,2015,8,Tuesday,9,2015,4,2015-09-04,2015-09-08,0.0
Standard Class,307.666,2,15.0,-14.4784,Consumer,West,California,Bookcases                                         ,Furniture,7,Friday,10,2016,13,Thursday,10,2016,6,2016-10-07,2016-10-13,-4.705882352941177
Standard Class,369.1992,3,32.0,-114.0174,Corporate,Central,Texas,Bookcases                                         ,Furniture,6,Wednesday,8,2014,10,Sunday,8,2014,4,2014-08-06,2014-08-10,-30.882352941176467
Second Class,246.1328,2,32.0,-76.0116,Corporate,Central,Texas,Bookcases                                         ,Furniture,21,Friday,11,2014,26,Wednesday,11,2014,5,2014-11-21,2014-11-26,-30.88235294117647
Standard Class,723.92,5,20.0,-81.441,Consumer,South,Florida,Bookcases                                         ,Furniture,25,Friday,11,2016,30,Wednesday,11,2016,5,2016-11-25,2016-11-30,-11.250000000000002
Second Class,435.999,3,15.0,5.1294,Consumer,West,California,Bookcases                                         ,Furniture,30,Thursday,6,2016,2,Saturday,7,2016,2,2016-06-30,2016-07-02,1.1764705882352942
First Class,341.96,2,0.0,54.7136,Consumer,Central,Oklahoma,Bookcases                                         ,Furniture,11,Wednesday,11,2015,13,Friday,11,2015,2,2015-11-11,2015-11-13,16.0
Standard Class,359.058,3,30.0,-71.8116,Consumer,Central,Illinois,Bookcases                                         ,Furniture,20,Saturday,12,2014,25,Thursday,12,2014,5,2014-12-20,2014-12-25,-20.0
First Class,290.666,2,15.0,3.4196,Consumer,West,California,Bookcases                                         ,Furniture,31,Thursday,1,2013,2,Saturday,2,2013,2,2013-01-31,2013-02-02,1.1764705882352942
Standard Class,203.983,2,15.0,16.7986,Home Office,West,California,Bookcases                                         ,Furniture,11,Thursday,2,2016,15,Monday,2,2016,4,2016-02-11,2016-02-15,8.235294117647058
First Class,359.97,3,0.0,79.1934,Consumer,South,Virginia,Bookcases                                         ,Furniture,7,Sunday,2,2016,10,Wednesday,2,2016,3,2016-02-07,2016-02-10,21.999999999999996
First Class,305.9745,3,15.0,25.1979,Corporate,West,California,Bookcases                                         ,Furniture,16,Saturday,11,2013,18,Monday,11,2013,2,2013-11-16,2013-11-18,8.23529411764706
Standard Class,917.9235,9,15.0,75.5937,Consumer,West,California,Bookcases                                         ,Furniture,18,Saturday,6,2016,23,Thursday,6,2016,5,2016-06-18,2016-06-23,8.235294117647058
Same Day,239.98,2,0.0,52.7956,Home Office,South,Georgia,Bookcases                                         ,Furniture,5,Thursday,2,2015,5,Thursday,2,2015,0,2015-02-05,2015-02-05,22.0
Standard Class,191.984,2,20.0,4.7996,Consumer,East,New York,Bookcases                                         ,Furniture,25,Sunday,12,2016,29,Thursday,12,2016,4,2016-12-25,2016-12-29,2.5
Standard Class,299.975,5,50.0,-167.986,Consumer,East,Ohio,Bookcases                                         ,Furniture,30,Monday,3,2015,3,Friday,4,2015,4,2015-03-30,2015-04-03,-55.99999999999999
Standard Class,509.9575,5,15.0,41.9965,Corporate,West,California,Bookcases                                         ,Furniture,14,Wednesday,5,2014,19,Monday,5,2014,5,2014-05-14,2014-05-19,8.235294117647058
Standard Class,287.976,3,20.0,7.1994,Corporate,East,New York,Bookcases                                         ,Furniture,13,Tuesday,12,2016,18,Sunday,12,2016,5,2016-12-13,2016-12-18,2.5
Standard Class,352.45,5,50.0,-211.47,Home Office,East,Pennsylvania,Bookcases                                         ,Furniture,5,Saturday,4,2014,10,Thursday,4,2014,5,2014-04-05,2014-04-10,-60.0
First Class,239.666,2,15.0,14.098,Consumer,West,California,Bookcases                                         ,Furniture,18,Thursday,6,2015,20,Saturday,6,2015,2,2015-06-18,2015-06-20,5.882352941176471
First Class,493.43,5,30.0,-70.49,Consumer,Central,Illinois,Bookcases                                         ,Furniture,20,Friday,9,2013,23,Monday,9,2013,3,2013-09-20,2013-09-23,-14.285714285714285
First Class,383.4656,4,32.0,-67.6704,Home Office,Central,Texas,Bookcases                                         ,Furniture,19,Wednesday,3,2014,22,Saturday,3,2014,3,2014-03-19,2014-03-22,-17.647058823529413
Same Day,599.165,5,15.0,35.245,Home Office,West,California,Bookcases                                         ,Furniture,15,Monday,6,2015,15,Monday,6,2015,0,2015-06-15,2015-06-15,5.88235294117647
Second Class,239.666,2,15.0,14.098,Consumer,West,California,Bookcases                                         ,Furniture,3,Saturday,9,2016,7,Wednesday,9,2016,4,2016-09-03,2016-09-07,5.882352941176471
Second Class,1198.33,10,15.0,70.49,Home Office,West,California,Bookcases                                         ,Furniture,18,Monday,3,2013,21,Thursday,3,2013,3,2013-03-18,2013-03-21,5.88235294117647
Standard Class,119.833,1,15.0,7.049,Home Office,West,California,Bookcases                                         ,Furniture,9,Tuesday,7,2013,14,Sunday,7,2013,5,2013-07-09,2013-07-14,5.882352941176471
Second Class,301.47,3,50.0,-241.176,Consumer,East,Ohio,Bookcases                                         ,Furniture,25,Wednesday,3,2015,27,Friday,3,2015,2,2015-03-25,2015-03-27,-80.0
Standard Class,1406.86,7,0.0,140.686,Consumer,West,Utah,Bookcases                                         ,Furniture,31,Saturday,5,2014,4,Wednesday,6,2014,4,2014-05-31,2014-06-04,10.0
Standard Class,683.332,4,15.0,-40.196,Consumer,West,California,Bookcases                                         ,Furniture,13,Thursday,11,2014,17,Monday,11,2014,4,2014-11-13,2014-11-17,-5.88235294117647
Standard Class,512.499,3,15.0,-30.147,Consumer,West,California,Bookcases                                         ,Furniture,2,Sunday,11,2014,6,Thursday,11,2014,4,2014-11-02,2014-11-06,-5.88235294117647
Standard Class,160.98,1,0.0,20.9274,Corporate,Central,Michigan,Bookcases                                         ,Furniture,25,Thursday,12,2014,1,Thursday,1,2015,7,2014-12-25,2015-01-01,13.0
Standard Class,328.3992,3,32.0,-91.7586,Consumer,Central,Texas,Bookcases                                         ,Furniture,19,Wednesday,10,2016,24,Monday,10,2016,5,2016-10-19,2016-10-24,-27.941176470588236
First Class,141.96,2,0.0,39.7488,Corporate,Central,South Dakota,Bookcases                                         ,Furniture,26,Saturday,1,2013,29,Tuesday,1,2013,3,2013-01-26,2013-01-29,28.000000000000004
Standard Class,120.666,2,15.0,18.4548,Consumer,West,California,Bookcases                                         ,Furniture,3,Friday,10,2014,8,Wednesday,10,2014,5,2014-10-03,2014-10-08,15.294117647058822
First Class,241.332,5,32.0,-14.196,Consumer,Central,Texas,Bookcases                                         ,Furniture,15,Sunday,3,2015,18,Wednesday,3,2015,3,2015-03-15,2015-03-18,-5.88235294117647
First Class,177.45,5,50.0,-78.078,Consumer,East,Pennsylvania,Bookcases                                         ,Furniture,29,Wednesday,7,2015,30,Thursday,7,2015,1,2015-07-29,2015-07-30,-44.00000000000001
First Class,141.96,2,0.0,39.7488,Consumer,West,Washington,Bookcases                                         ,Furniture,13,Thursday,3,2014,15,Saturday,3,2014,2,2014-03-13,2014-03-15,28.000000000000004
Second Class,35.49,1,50.0,-15.6156,Consumer,East,Ohio,Bookcases                                         ,Furniture,3,Friday,10,2014,6,Monday,10,2014,3,2014-10-03,2014-10-06,-44.0
Second Class,349.965,7,50.0,-216.9783,Consumer,East,Pennsylvania,Bookcases                                         ,Furniture,10,Friday,5,2013,14,Tuesday,5,2013,4,2013-05-10,2013-05-14,-62.0
First Class,199.98,2,0.0,37.9962,Consumer,West,Washington,Bookcases                                         ,Furniture,30,Sunday,10,2016,2,Wednesday,11,2016,3,2016-10-30,2016-11-02,19.000000000000004
First Class,89.991,3,70.0,-152.9847,Consumer,West,Colorado,Bookcases                                         ,Furniture,5,Thursday,5,2016,6,Friday,5,2016,1,2016-05-05,2016-05-06,-170.0
Second Class,254.9745,3,15.0,11.9988,Consumer,West,California,Bookcases                                         ,Furniture,12,Thursday,12,2013,14,Saturday,12,2013,2,2013-12-12,2013-12-14,4.705882352941177
Standard Class,299.97,3,0.0,56.9943,Consumer,East,Delaware,Bookcases                                         ,Furniture,13,Thursday,11,2014,19,Wednesday,11,2014,6,2014-11-13,2014-11-19,19.0
Standard Class,67.9932,1,32.0,-12.9987,Corporate,Central,Texas,Bookcases                                         ,Furniture,12,Tuesday,11,2013,16,Saturday,11,2013,4,2013-11-12,2013-11-16,-19.11764705882353
Standard Class,424.9575,5,15.0,19.998,Corporate,West,California,Bookcases                                         ,Furniture,27,Sunday,9,2015,2,Friday,10,2015,5,2015-09-27,2015-10-02,4.7058823529411775
First Class,209.979,7,70.0,-356.9643,Corporate,West,Arizona,Bookcases                                         ,Furniture,11,Wednesday,5,2016,13,Friday,5,2016,2,2016-05-11,2016-05-13,-169.99999999999997
Standard Class,384.944,4,30.0,-126.4816,Consumer,Central,Illinois,Bookcases                                         ,Furniture,20,Sunday,7,2014,27,Sunday,7,2014,7,2014-07-20,2014-07-27,-32.857142857142854
Second Class,687.4,5,0.0,48.118,Home Office,Central,Wisconsin,Bookcases                                         ,Furniture,9,Saturday,8,2014,13,Wednesday,8,2014,4,2014-08-09,2014-08-13,7.000000000000001
Second Class,579.136,4,20.0,21.7176,Corporate,East,New York,Bookcases                                         ,Furniture,15,Wednesday,7,2015,19,Sunday,7,2015,4,2015-07-15,2015-07-19,3.7500000000000004
Standard Class,289.568,2,20.0,10.8588,Corporate,South,Florida,Bookcases                                         ,Furniture,21,Saturday,11,2015,26,Thursday,11,2015,5,2015-11-21,2015-11-26,3.7500000000000004
Second Class,1266.86,7,0.0,291.3778,Consumer,South,Georgia,Bookcases                                         ,Furniture,1,Wednesday,7,2015,3,Friday,7,2015,2,2015-07-01,2015-07-03,23.0
Standard Class,452.45,5,50.0,-244.323,Corporate,East,Ohio,Bookcases                                         ,Furniture,2,Thursday,1,2014,9,Thursday,1,2014,7,2014-01-02,2014-01-09,-54.0
Standard Class,1628.82,9,0.0,374.6286,Consumer,South,Georgia,Bookcases                                         ,Furniture,19,Thursday,5,2016,23,Monday,5,2016,4,2016-05-19,2016-05-23,23.0
Standard Class,361.96,2,0.0,83.2508,Corporate,East,Massachusetts,Bookcases                                         ,Furniture,10,Wednesday,9,2014,14,Sunday,9,2014,4,2014-09-10,2014-09-14,23.0
Standard Class,307.666,2,15.0,28.9568,Consumer,West,California,Bookcases                                         ,Furniture,28,Thursday,8,2014,4,Thursday,9,2014,7,2014-08-28,2014-09-04,9.411764705882353
Standard Class,78.8528,2,32.0,-11.596,Consumer,Central,Texas,Bookcases                                         ,Furniture,28,Wednesday,12,2016,1,Sunday,1,2017,4,2016-12-28,2017-01-01,-14.705882352941178
Second Class,231.92,5,20.0,5.798,Corporate,South,Florida,Bookcases                                         ,Furniture,17,Thursday,7,2014,20,Sunday,7,2014,3,2014-07-17,2014-07-20,2.5
Second Class,86.97,3,50.0,-48.7032,Home Office,East,Ohio,Bookcases                                         ,Furniture,21,Saturday,11,2015,25,Wednesday,11,2015,4,2015-11-21,2015-11-25,-56.00000000000001
Standard Class,231.92,5,20.0,5.798,Consumer,South,North Carolina,Bookcases                                         ,Furniture,26,Friday,2,2016,1,Tuesday,3,2016,4,2016-02-26,2016-03-01,2.5
Standard Class,173.94,3,0.0,38.2668,Corporate,East,Maryland,Bookcases                                         ,Furniture,2,Friday,1,2015,7,Wednesday,1,2015,5,2015-01-02,2015-01-07,22.000000000000004
Second Class,46.384,1,20.0,1.1596,Corporate,East,New York,Bookcases                                         ,Furniture,15,Monday,9,2014,19,Friday,9,2014,4,2014-09-15,2014-09-19,2.5
Second Class,344.981,7,15.0,28.4102,Consumer,West,California,Bookcases                                         ,Furniture,25,Monday,4,2016,27,Wednesday,4,2016,2,2016-04-25,2016-04-27,8.235294117647058
Standard Class,115.96,2,0.0,25.5112,Consumer,West,Washington,Bookcases                                         ,Furniture,29,Friday,7,2016,2,Tuesday,8,2016,4,2016-07-29,2016-08-02,22.0
Standard Class,115.96,4,50.0,-64.9376,Corporate,East,Ohio,Bookcases                                         ,Furniture,28,Saturday,5,2016,1,Wednesday,6,2016,4,2016-05-28,2016-06-01,-56.00000000000001
Second Class,2396.2656,4,32.0,-317.1528,Consumer,Central,Texas,Bookcases                                         ,Furniture,9,Wednesday,9,2015,11,Friday,9,2015,2,2015-09-09,2015-09-11,-13.23529411764706
Standard Class,4228.704,6,20.0,158.5764,Consumer,East,New York,Bookcases                                         ,Furniture,17,Wednesday,9,2014,23,Tuesday,9,2014,6,2014-09-17,2014-09-23,3.7500000000000004
First Class,1497.666,2,15.0,140.9568,Home Office,West,California,Bookcases                                         ,Furniture,8,Wednesday,6,2016,10,Friday,6,2016,2,2016-06-08,2016-06-10,9.411764705882353
Standard Class,3083.43,7,50.0,-1665.0522,Consumer,East,Pennsylvania,Bookcases                                         ,Furniture,17,Wednesday,9,2014,21,Sunday,9,2014,4,2014-09-17,2014-09-21,-54.0
Standard Class,4404.9,5,0.0,1013.127,Corporate,East,Vermont,Bookcases                                         ,Furniture,8,Saturday,11,2014,12,Wednesday,11,2014,4,2014-11-08,2014-11-12,23.0
First Class,1212.96,7,20.0,90.972,Consumer,West,California,Bookcases                                         ,Furniture,16,Thursday,6,2016,19,Sunday,6,2016,3,2016-06-16,2016-06-19,7.5
